text_lenght;nr_word;contains_?;contains_!;contains_multiple_!?;nr_of_urls;contains_url;contains_media;contains_hashtag;contains_dollar;contains_mention;registration_age;statuses_count;followers_count;friends_count;verified;desc_lenght;desc_contains_url;default_profile;default_profile_img;profile_use_background_image;label
103;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4135;12237;6;91;0.0;0;0.0;1.0;0.0;1.0;0
108;34;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;3232;151133;851;4814;0.0;119;0.0;0.0;0.0;1.0;0
103;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2317;94175;44;67;0.0;50;0.0;1.0;0.0;1.0;0
108;29;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4784;2079911;11127;13;0.0;160;0.0;1.0;0.0;1.0;0
64;17;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;1952;10825;9323;7;1.0;59;0.0;0.0;0.0;0.0;0
88;21;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;5084;21884;11;0;0.0;0;0.0;1.0;0.0;1.0;0
110;37;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;1.0;4555;160443;4534;5011;0.0;136;0.0;0.0;0.0;1.0;0
136;47;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;4262;150748;4621;249;0.0;23;1.0;0.0;0.0;1.0;0
41;18;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;2833;30352;794;1088;0.0;88;0.0;0.0;0.0;1.0;0
143;49;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2841;7775;1593;5;0.0;141;0.0;1.0;0.0;1.0;0
101;29;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2841;2705;3156;73;0.0;154;0.0;0.0;0.0;1.0;0
78;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3367;2705;3156;73;0.0;154;0.0;0.0;0.0;1.0;0
78;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3082;10754;758;2420;0.0;96;0.0;0.0;0.0;1.0;0
113;34;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4944;72817;396;79;0.0;116;1.0;1.0;0.0;1.0;0
59;15;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2245;163054;324988;743;0.0;126;0.0;0.0;0.0;1.0;0
72;17;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;1587;106261;1619;2767;0.0;156;0.0;1.0;0.0;1.0;0
59;15;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4944;383;21;198;0.0;0;0.0;1.0;0.0;1.0;0
59;15;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3190;163054;324988;743;0.0;126;0.0;0.0;0.0;1.0;0
133;54;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;1.0;4692;28;2;23;0.0;96;0.0;1.0;0.0;1.0;0
65;17;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3790;15201;178;817;0.0;0;0.0;0.0;0.0;1.0;0
78;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3831;16468;3694;3977;0.0;53;0.0;0.0;0.0;1.0;0
78;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2287;14250;3274;3619;0.0;49;0.0;0.0;0.0;1.0;0
75;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3977;32824;2;0;0.0;0;0.0;1.0;1.0;1.0;0
111;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3503;681779;160;0;0.0;42;0.0;1.0;0.0;1.0;0
136;42;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3500;266782;169;23;0.0;16;0.0;1.0;0.0;1.0;0
136;42;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3326;215056;594;0;0.0;47;0.0;1.0;0.0;1.0;0
137;33;0.0;0.0;0.0;2;1.0;0.0;1.0;0.0;0.0;4482;449883;2432;2;0.0;116;0.0;0.0;0.0;1.0;0
137;36;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;3545;319237;923;780;0.0;49;0.0;0.0;0.0;1.0;0
99;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4945;61470;15169;6279;0.0;64;0.0;0.0;0.0;1.0;0
110;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5052;103089;1243;4413;0.0;156;0.0;1.0;0.0;1.0;0
134;33;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;4201;100819;609052;1390;1.0;88;0.0;0.0;0.0;1.0;0
115;32;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;3043;36686;595;4788;0.0;134;0.0;0.0;0.0;0.0;0
110;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4483;1185338;9262;6827;0.0;0;0.0;0.0;0.0;1.0;0
95;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4802;73557;11436;181;0.0;0;0.0;0.0;0.0;1.0;0
138;47;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4550;63703;2292;2844;0.0;124;0.0;0.0;0.0;1.0;0
139;46;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4917;184150;2067;1143;0.0;81;0.0;0.0;0.0;1.0;0
135;35;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2488;340061;1308;426;0.0;120;0.0;0.0;0.0;0.0;0
138;38;0.0;0.0;0.0;1;1.0;0.0;0.0;1.0;0.0;3044;34941;2041;3442;0.0;100;0.0;0.0;0.0;0.0;0
138;38;0.0;0.0;0.0;1;1.0;0.0;0.0;1.0;0.0;3827;1863657;1759;3659;0.0;51;0.0;1.0;0.0;1.0;0
138;39;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4816;83170;1305;249;0.0;152;0.0;0.0;0.0;1.0;0
138;40;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5045;17005;854;1288;0.0;41;0.0;1.0;0.0;1.0;0
103;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;5431;105846;40410;3668;1.0;160;0.0;0.0;0.0;1.0;0
94;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4476;831119;2183;2549;0.0;0;0.0;0.0;0.0;1.0;0
123;35;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;3692;89652;4339;763;0.0;160;0.0;0.0;0.0;1.0;0
92;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4944;803235;28983;85;0.0;105;0.0;1.0;0.0;1.0;0
112;31;1.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;3592;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
141;49;0.0;1.0;0.0;1;1.0;0.0;0.0;1.0;0.0;2865;11758;404;3788;0.0;74;0.0;0.0;0.0;1.0;0
141;49;0.0;1.0;0.0;1;1.0;0.0;0.0;1.0;0.0;2161;1852;50;1075;0.0;0;0.0;1.0;0.0;1.0;0
141;49;0.0;1.0;0.0;1;1.0;0.0;0.0;1.0;0.0;3571;9823;111;4194;0.0;0;0.0;1.0;1.0;1.0;0
141;49;0.0;1.0;0.0;1;1.0;0.0;0.0;1.0;0.0;3290;10183;504;889;0.0;108;0.0;0.0;0.0;0.0;0
91;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3289;24899;0;0;0.0;0;0.0;1.0;1.0;1.0;0
112;31;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;2980;89559;281;0;0.0;106;0.0;1.0;0.0;1.0;0
97;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4764;247112;310;591;0.0;17;0.0;1.0;0.0;1.0;0
105;29;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4893;39892;9606;118;0.0;158;0.0;0.0;0.0;0.0;0
104;29;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4489;13736;298;370;0.0;13;0.0;0.0;0.0;1.0;0
142;43;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;3837;81387;1445;2741;0.0;99;0.0;0.0;0.0;1.0;0
137;43;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4101;482570;4761;2025;0.0;101;0.0;1.0;0.0;1.0;0
118;39;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3651;12793;2656;21;0.0;44;0.0;1.0;0.0;1.0;0
99;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5049;338746;1492;2663;0.0;150;0.0;0.0;0.0;1.0;0
92;24;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2448;697519;4572;4437;0.0;90;0.0;0.0;0.0;1.0;0
82;27;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;4396;158174;91;10;0.0;84;0.0;1.0;0.0;1.0;0
136;48;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;4141;21528;926;8;0.0;0;0.0;0.0;0.0;1.0;0
119;36;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4141;3784;70;159;0.0;36;0.0;1.0;0.0;1.0;0
119;36;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4135;5320;29;61;0.0;42;0.0;1.0;0.0;1.0;0
119;36;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4141;4472;0;3;0.0;35;0.0;1.0;0.0;1.0;0
119;36;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3969;3228;23;44;0.0;54;0.0;1.0;0.0;1.0;0
40;12;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;4165;37;152;1108;0.0;0;0.0;1.0;0.0;1.0;0
113;37;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;1.0;4668;5144;1119;1806;0.0;0;0.0;0.0;0.0;1.0;0
120;35;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;3503;1866;109;620;0.0;159;0.0;0.0;0.0;1.0;0
126;45;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;1.0;2933;35;356;1565;0.0;0;0.0;1.0;0.0;1.0;0
114;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3232;47375;520;491;0.0;39;0.0;1.0;0.0;1.0;0
114;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;1876;94175;44;67;0.0;50;0.0;1.0;0.0;1.0;0
169;62;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4944;13151;2391;25;0.0;69;0.0;1.0;0.0;1.0;0
122;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2877;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
122;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4944;443920;1222;1068;0.0;51;0.0;1.0;0.0;1.0;0
105;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3232;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
113;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4489;94175;44;67;0.0;50;0.0;1.0;0.0;1.0;0
137;35;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2694;81387;1445;2741;0.0;99;0.0;0.0;0.0;1.0;0
115;32;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;1848;173826;462;438;0.0;108;0.0;1.0;0.0;1.0;0
119;34;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;4944;8056;14;95;0.0;0;0.0;1.0;0.0;1.0;0
90;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4748;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
114;25;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;1868;95871;1330;1681;0.0;42;0.0;0.0;0.0;0.0;0
90;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4944;3;0;83;0.0;0;0.0;1.0;1.0;1.0;0
109;23;1.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;4748;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
109;23;1.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;4944;95871;1330;1681;0.0;42;0.0;0.0;0.0;0.0;0
85;19;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4944;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
84;19;1.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4944;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
110;29;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2801;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
128;36;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4224;9144;112;42;0.0;66;0.0;0.0;0.0;0.0;0
135;38;1.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2042;99077;14890;471;0.0;59;0.0;0.0;0.0;1.0;0
109;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3232;7381;16;101;0.0;0;0.0;1.0;0.0;1.0;0
122;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2694;94175;44;67;0.0;50;0.0;1.0;0.0;1.0;0
124;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2206;173826;462;438;0.0;108;0.0;1.0;0.0;1.0;0
146;41;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;1848;6181;27;73;0.0;25;0.0;1.0;0.0;1.0;0
128;40;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;2246;8056;14;95;0.0;0;0.0;1.0;0.0;1.0;0
104;25;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2245;9896;7;3;0.0;0;0.0;1.0;1.0;1.0;0
92;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2269;106262;1619;2767;0.0;156;0.0;1.0;0.0;1.0;0
103;21;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;4944;142318;4608;4284;0.0;154;0.0;1.0;0.0;1.0;0
108;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2105;163055;324989;743;0.0;126;0.0;0.0;0.0;1.0;0
120;29;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2216;213746;296;758;0.0;133;0.0;1.0;0.0;1.0;0
137;33;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2084;360129;1233;3814;0.0;160;0.0;0.0;0.0;0.0;0
137;33;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2087;350490;453;967;0.0;90;0.0;1.0;0.0;1.0;0
120;29;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;3837;233397;295;715;0.0;78;0.0;1.0;0.0;1.0;0
136;35;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4958;482570;4761;2025;0.0;101;0.0;1.0;0.0;1.0;0
117;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3508;390384;5392;1684;0.0;34;0.0;0.0;0.0;0.0;0
