92;29;0.0;0.0;0.0;1;1.0;0.0;0.0;1.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
92;29;0.0;0.0;0.0;1;1.0;0.0;0.0;1.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
110;38;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
108;37;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4982;590040;1520;1645;0.0;86;1.0;0.0;0.0;1.0;1
109;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
109;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3078;171290;540;995;0.0;19;0.0;0.0;0.0;1.0;1
85;23;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3608;34386;8766;3018;0.0;50;0.0;0.0;0.0;1.0;1
85;23;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3788;37405;3176;2341;0.0;66;0.0;0.0;0.0;1.0;1
116;27;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;4932;2028;156680;4;0.0;64;0.0;0.0;0.0;1.0;1
90;23;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5667;303930;12004131;110319;1.0;64;0.0;0.0;0.0;1.0;1
131;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
131;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
83;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4352;62163;667;1757;0.0;153;0.0;1.0;0.0;1.0;1
83;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
129;37;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;3166;38420;322;49;0.0;0;0.0;1.0;0.0;1.0;1
101;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
122;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
122;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3301;5427;3143;3012;0.0;0;0.0;1.0;0.0;1.0;1
100;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2184;2163;9;220;0.0;0;0.0;1.0;0.0;1.0;1
140;43;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4379;405368;728;687;0.0;92;0.0;1.0;0.0;1.0;1
107;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
107;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
95;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
95;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
120;34;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
118;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4982;590040;1520;1645;0.0;86;1.0;0.0;0.0;1.0;1
108;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
108;33;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4352;62163;667;1757;0.0;153;0.0;1.0;0.0;1.0;1
93;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
95;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
140;50;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2909;204190;1349;1456;0.0;70;0.0;0.0;0.0;1.0;1
118;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
121;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
100;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4945;403530;7803786;1700;1.0;144;1.0;0.0;0.0;1.0;1
87;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
131;46;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2560;1967;187;1816;0.0;31;0.0;1.0;0.0;1.0;1
73;19;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5130;292545;6493517;4361;1.0;42;0.0;0.0;0.0;0.0;1
116;31;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;3594;180201;48657;56;0.0;151;0.0;0.0;0.0;0.0;1
90;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
129;33;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;1712;12532;16;122;0.0;23;1.0;1.0;0.0;1.0;1
105;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4352;62163;667;1757;0.0;153;0.0;1.0;0.0;1.0;1
128;37;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4969;9968;5536;1236;0.0;53;0.0;0.0;0.0;0.0;1
124;31;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;3496;443930;4411;1718;0.0;33;0.0;0.0;0.0;1.0;1
94;26;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;2702;376740;942;4980;0.0;0;0.0;0.0;0.0;1.0;1
93;25;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
109;35;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
123;38;0.0;1.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4114;1405467;296;53;0.0;18;0.0;1.0;0.0;1.0;1
96;24;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2652;35580;2447;8159;0.0;44;0.0;1.0;0.0;1.0;1
105;35;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
105;35;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3078;171290;540;995;0.0;19;0.0;0.0;0.0;1.0;1
101;31;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;4226;59846;155;9;0.0;152;0.0;1.0;0.0;1.0;1
124;35;0.0;1.0;0.0;2;1.0;0.0;1.0;0.0;0.0;5264;115453;1388633;11504;1.0;28;0.0;0.0;0.0;1.0;1
109;36;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4975;6761;304;1520;0.0;25;0.0;0.0;0.0;1.0;1
137;37;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;2456;101633;3876;1099;0.0;87;0.0;1.0;0.0;1.0;1
84;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
84;21;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
90;23;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
95;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
95;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
139;48;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
139;48;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2203;183793;59;1;0.0;46;0.0;1.0;0.0;1.0;1
100;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
100;29;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3078;171290;540;995;0.0;19;0.0;0.0;0.0;1.0;1
139;45;0.0;1.0;1.0;1;1.0;0.0;0.0;0.0;0.0;2493;36637;57;0;0.0;0;0.0;1.0;0.0;1.0;1
116;35;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
116;35;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4982;590040;1520;1645;0.0;86;1.0;0.0;0.0;1.0;1
112;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
112;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3771;121949;465;1181;0.0;70;0.0;0.0;0.0;1.0;1
80;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3582;90969;2652;3825;0.0;127;1.0;1.0;0.0;1.0;1
80;27;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5431;832449;2184;2549;0.0;0;0.0;0.0;0.0;1.0;1
140;47;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4379;405368;728;687;0.0;92;0.0;1.0;0.0;1.0;1
140;47;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2035;18499;12;64;0.0;57;0.0;1.0;0.0;1.0;1
127;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3496;443930;4411;1718;0.0;33;0.0;0.0;0.0;1.0;1
126;37;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4105;207393;1728;1595;0.0;100;0.0;0.0;0.0;1.0;1
140;46;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;2034;19685;6;1;0.0;0;0.0;1.0;0.0;1.0;1
